Picture-ID,Polyp_number ,Corallite_Diameter,Primary_septa_number ,Primary_septa,Secondary_septa_number ,Secondary_septa,Tertiary_septa_number ,Tertiary_septa,Columella
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_3,46.727,SSepta_polyp10_3,62.403,TSepta_polyp10_3,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_3,68.731,SSepta_polyp10_3,43.796,TSepta_polyp10_3,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_3,72.889,SSepta_polyp10_3,38.701,TSepta_polyp10_3,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_3,94.205,SSepta_polyp10_3,42.556,TSepta_polyp10_3,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_3,101.133,SSepta_polyp10_3,34.036,TSepta_polyp10_3,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_4,72.653,SSepta_polyp10_4,31.275,TSepta_polyp10_4,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_4,67.466,SSepta_polyp10_4,27.988,TSepta_polyp10_4,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_4,74.104,SSepta_polyp10_4,65.85,TSepta_polyp10_4,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_4,92.052,SSepta_polyp10_4,51.382,TSepta_polyp10_4,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_4,74.104,SSepta_polyp10_4,43.386,TSepta_polyp10_4,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_5,43.964,SSepta_polyp10_5,23.22,TSepta_polyp10_5,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_5,100.9,SSepta_polyp10_5,70.525,TSepta_polyp10_5,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_5,84.956,SSepta_polyp10_5,59.599,TSepta_polyp10_5,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_5,61.947,SSepta_polyp10_5,26.132,TSepta_polyp10_5,NA,NA
Stylophora_10_polyp_014,10,NA,PSepta_polyp10_5,54.981,SSepta_polyp10_5,NA,TSepta_polyp10_5,NA,NA
