Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;195.67;42083;23;979;39;0;7
3/6/2023 23:40:54;194.7;42343;23;979;39;0;7
3/6/2023 23:41:09;192.44;42274;23;979;39;0;7
3/6/2023 23:41:24;191.48;42345;23;979;39;0;7
3/6/2023 23:41:39;190.52;42274;23;979;39;0;7
3/6/2023 23:41:55;189.56;42334;23;979;39;0;7
3/6/2023 23:42:10;187.64;42475;23;979;39;0;7
3/6/2023 23:42:25;186.04;42475;23;979;39;0;7
3/6/2023 23:42:40;184.14;42483;23;979;39;0;7
3/6/2023 23:42:55;182.55;42530;23;979;39;0;7
3/6/2023 23:43:10;180.33;42459;23;979;39;0;7
3/6/2023 23:43:25;178.75;42516;23;979;39;0;7
3/6/2023 23:43:40;176.86;42626;23;979;39;0;7
3/6/2023 23:43:56;175.92;42687;23;979;39;0;7
3/6/2023 23:44:11;174.66;42610;23;979;39;0;7
3/6/2023 23:44:26;174.04;42832;23;979;39;0;7
3/6/2023 23:44:41;174.04;42635;23;979;39;0;7
3/6/2023 23:44:56;174.35;42700;23;979;39;0;7
3/6/2023 23:45:11;173.41;42855;23;979;39;0;7
3/6/2023 23:45:26;173.41;42809;23;979;39;0;7
3/6/2023 23:45:41;173.1;42764;23;979;39;0;7
3/6/2023 23:45:56;173.1;42836;23;979;39;0;7
3/6/2023 23:46:11;172.78;42668;23;979;39;0;7
3/6/2023 23:46:27;172.16;42674;23;979;39;0;7
3/6/2023 23:46:42;172.16;42891;23;979;39;0;7
3/6/2023 23:46:57;172.16;42721;23;979;39;0;7
3/6/2023 23:47:12;172.78;42870;23;979;39;0;7
3/6/2023 23:47:27;172.16;42746;23;979;39;0;7
3/6/2023 23:47:42;172.47;42687;23;979;39;0;7
3/6/2023 23:47:57;171.85;42699;23;979;39;0;7
3/6/2023 23:48:12;172.16;42695;23;979;39;0;7
3/6/2023 23:48:27;172.78;42765;23;979;39;0;7
3/6/2023 23:48:42;172.78;42759;23;979;39;0;7
3/6/2023 23:48:57;172.78;42742;23;979;39;0;7
3/6/2023 23:49:12;173.1;42843;23;979;39;0;7
