Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;210.67;30346;23;979;39;0;7
3/6/2023 23:40:54;211;30366;23;979;39;0;7
3/6/2023 23:41:09;211.33;30269;23;979;39;0;7
3/6/2023 23:41:24;211;30357;23;979;39;0;7
3/6/2023 23:41:39;211.66;30303;23;979;39;0;7
3/6/2023 23:41:55;211.33;30326;23;979;39;0;7
3/6/2023 23:42:10;211.66;30284;23;979;39;0;7
3/6/2023 23:42:25;212.32;30289;23;979;39;0;7
3/6/2023 23:42:40;212.32;30278;23;979;39;0;7
3/6/2023 23:42:55;212.32;30295;23;979;39;0;7
3/6/2023 23:43:10;211.66;30264;23;979;39;0;7
3/6/2023 23:43:25;211.99;30281;23;979;39;0;7
3/6/2023 23:43:40;211.99;30284;23;979;39;0;7
3/6/2023 23:43:56;211.66;30298;23;979;39;0;7
3/6/2023 23:44:11;211.99;30269;23;979;39;0;7
3/6/2023 23:44:26;211.99;30247;23;979;39;0;7
3/6/2023 23:44:41;211.99;30233;23;979;39;0;7
3/6/2023 23:44:56;212.32;30258;23;979;39;0;7
3/6/2023 23:45:11;212.98;30250;23;979;39;0;7
3/6/2023 23:45:26;213.31;30295;23;979;39;0;7
3/6/2023 23:45:41;212.32;30301;23;979;39;0;7
3/6/2023 23:45:56;212.98;30224;23;979;39;0;7
3/6/2023 23:46:11;212.65;30272;23;979;39;0;7
3/6/2023 23:46:27;212.98;30270;23;979;39;0;7
3/6/2023 23:46:42;213.31;30295;23;979;39;0;7
3/6/2023 23:46:57;212.32;30298;23;979;39;0;7
3/6/2023 23:47:12;212.98;30261;23;979;39;0;7
3/6/2023 23:47:27;212.98;30287;23;979;39;0;7
3/6/2023 23:47:42;212.98;30272;23;979;39;0;7
3/6/2023 23:47:57;213.31;30236;23;979;39;0;7
3/6/2023 23:48:12;213.31;30284;23;979;39;0;7
3/6/2023 23:48:27;213.98;30261;23;979;39;0;7
3/6/2023 23:48:42;213.65;30253;23;979;39;0;7
3/6/2023 23:48:57;214.64;30267;23;979;39;0;7
3/6/2023 23:49:12;213.31;30301;23;979;39;0;7
3/6/2023 23:49:28;214.64;30247;23;979;39;0;7
3/6/2023 23:49:43;214.64;30287;23;979;39;0;7
3/6/2023 23:49:58;214.31;30256;23;979;39;0;7
3/6/2023 23:50:13;214.64;30174;23;979;39;0;7
3/6/2023 23:50:28;214.64;30242;23;979;39;0;7
3/6/2023 23:50:43;214.31;30310;23;979;39;0;7
3/6/2023 23:50:58;213.98;30233;23;979;39;0;7
3/6/2023 23:51:13;214.64;30242;23;979;39;0;7
3/6/2023 23:51:28;214.31;30258;23;979;39;0;7
3/6/2023 23:51:43;214.64;30341;23;979;39;0;7
3/6/2023 23:51:58;214.64;30287;23;979;39;0;7
3/6/2023 23:52:13;214.31;30267;23;979;39;0;7
