Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;201.5;38739;23;979;39;0;7
3/6/2023 23:40:54;199.23;38863;23;979;39;0;7
3/6/2023 23:41:09;196.96;38736;23;979;39;0;7
3/6/2023 23:41:24;195.34;38751;23;979;39;0;7
3/6/2023 23:41:39;195.67;38717;23;979;39;0;7
3/6/2023 23:41:55;194.7;38798;23;979;39;0;7
3/6/2023 23:42:10;193.41;38775;23;979;39;0;7
3/6/2023 23:42:25;193.09;38858;23;979;39;0;7
3/6/2023 23:42:40;192.77;38854;23;979;39;0;7
3/6/2023 23:42:55;192.12;38846;23;979;39;0;7
3/6/2023 23:43:10;192.12;38923;23;979;39;0;7
3/6/2023 23:43:25;191.16;38868;23;979;39;0;7
3/6/2023 23:43:40;189.88;38924;23;979;39;0;7
3/6/2023 23:43:56;190.2;38908;23;979;39;0;7
3/6/2023 23:44:11;189.24;38901;23;979;39;0;7
3/6/2023 23:44:26;188.92;38859;23;979;39;0;7
3/6/2023 23:44:41;189.24;38872;23;979;39;0;7
3/6/2023 23:44:56;189.24;38867;23;979;39;0;7
3/6/2023 23:45:11;189.56;38901;23;979;39;0;7
3/6/2023 23:45:26;189.88;38977;23;979;39;0;7
3/6/2023 23:45:41;188.28;38906;23;979;39;0;7
3/6/2023 23:45:56;188.6;38894;23;979;39;0;7
3/6/2023 23:46:11;192.44;39042;23;979;39;0;7
3/6/2023 23:46:27;189.88;38996;23;979;39;0;7
3/6/2023 23:46:42;192.12;39083;23;979;39;0;7
3/6/2023 23:46:57;190.52;39041;23;979;39;0;7
3/6/2023 23:47:12;188.28;39088;23;979;39;0;7
3/6/2023 23:47:27;188.28;39113;23;979;39;0;7
3/6/2023 23:47:42;188.28;39103;23;979;39;0;7
3/6/2023 23:47:57;186.68;39080;23;979;39;0;7
3/6/2023 23:48:12;190.2;39266;23;979;39;0;7
3/6/2023 23:48:27;189.56;39208;23;979;39;0;7
3/6/2023 23:48:42;188.6;39227;23;979;39;0;7
3/6/2023 23:48:57;188.6;39250;23;979;39;0;7
3/6/2023 23:49:12;186.36;39240;23;979;39;0;7
3/6/2023 23:49:28;185.73;39188;23;979;39;0;7
3/6/2023 23:49:43;184.14;39126;23;979;39;0;7
3/6/2023 23:49:58;183.18;39096;23;979;39;0;7
3/6/2023 23:50:13;185.41;39339;23;979;39;0;7
3/6/2023 23:50:28;184.14;39379;23;979;39;0;7
3/6/2023 23:50:43;181.6;39347;23;979;39;0;7
3/6/2023 23:50:58;176.55;39294;23;979;39;0;7
3/6/2023 23:51:13;175.92;39304;23;979;39;0;7
3/6/2023 23:51:28;174.98;39323;23;979;39;0;7
3/6/2023 23:51:43;175.61;39368;23;979;39;0;7
3/6/2023 23:51:58;173.41;39270;23;979;39;0;7
3/6/2023 23:52:13;174.04;39246;23;979;39;0;7
3/6/2023 23:52:29;174.66;39293;23;979;39;0;7
3/6/2023 23:52:44;175.29;39291;23;979;39;0;7
3/6/2023 23:52:59;176.23;39275;23;979;39;0;7
3/6/2023 23:53:14;176.55;39248;23;979;39;0;7
3/6/2023 23:53:29;177.49;39318;23;979;39;0;7
3/6/2023 23:53:44;180.65;39287;23;979;39;0;7
3/6/2023 23:53:59;180.65;39302;23;979;39;0;7
3/6/2023 23:54:14;180.02;39341;23;979;39;0;7
3/6/2023 23:54:29;175.92;39267;23;979;39;0;7
3/6/2023 23:54:44;179.38;39325;23;979;39;0;7
3/6/2023 23:54:59;178.44;39310;23;979;39;0;7
3/6/2023 23:55:15;179.38;39415;23;979;39;0;7
3/6/2023 23:55:30;178.12;39367;23;979;39;0;7
3/6/2023 23:55:45;175.61;39361;23;979;39;0;7
3/6/2023 23:56:00;173.1;39373;23;979;39;0;7
3/6/2023 23:56:15;173.41;39418;23;979;39;0;7
3/6/2023 23:56:30;173.41;39405;23;979;39;0;7
3/6/2023 23:56:45;175.92;39397;23;979;39;0;7
3/6/2023 23:57:00;175.92;39441;23;979;39;0;7
3/6/2023 23:57:15;174.35;39322;23;979;39;0;7
3/6/2023 23:57:30;174.35;39268;23;979;39;0;7
3/6/2023 23:57:45;173.72;39320;23;979;39;0;7
3/6/2023 23:58:00;173.72;39276;23;979;39;0;7
3/6/2023 23:58:16;173.1;39279;23;979;39;0;7
3/6/2023 23:58:31;172.47;39406;23;979;39;0;7
3/6/2023 23:58:46;175.61;39427;23;979;39;0;7
3/6/2023 23:59:01;173.72;39299;23;979;39;0;7
3/6/2023 23:59:16;173.1;39262;23;979;39;0;7
3/6/2023 23:59:31;172.78;39315;23;979;39;0;7
3/6/2023 23:59:46;172.16;39410;23;979;39;0;7
3/7/2023 0:00:01;171.85;39292;23;979;39;0;7
3/7/2023 0:00:16;171.85;39351;23;979;39;0;7
3/7/2023 0:00:31;170.6;39317;23;979;39;0;7
3/7/2023 0:00:46;170.29;39346;23;979;39;0;7
3/7/2023 0:01:01;169.97;39338;23;979;39;0;7
3/7/2023 0:01:17;169.35;39471;23;979;39;0;7
3/7/2023 0:01:32;169.35;39394;23;979;39;0;7
3/7/2023 0:01:47;170.91;39465;23;979;39;0;7
3/7/2023 0:02:02;168.73;39433;23;979;39;0;7
3/7/2023 0:02:17;168.11;39511;23;979;39;0;7
3/7/2023 0:02:32;168.73;39578;23;979;39;0;7
3/7/2023 0:02:47;168.11;39580;23;979;39;0;7
3/7/2023 0:03:02;169.04;39674;23;979;39;0;7
3/7/2023 0:03:17;165.93;39445;23;979;39;0;7
3/7/2023 0:03:32;165.31;39447;23;979;39;0;7
3/7/2023 0:03:47;167.8;39509;23;979;39;0;7
3/7/2023 0:04:02;164.39;39592;23;979;39;0;7
3/7/2023 0:04:18;163.46;39440;23;979;39;0;7
3/7/2023 0:04:33;163.15;39644;23;979;39;0;7
3/7/2023 0:04:48;162.84;39519;23;979;39;0;7
3/7/2023 0:05:03;162.53;39502;23;979;39;0;7
3/7/2023 0:05:18;162.23;39594;23;979;39;0;7
3/7/2023 0:05:33;162.53;39507;23;979;39;0;7
3/7/2023 0:05:48;161.61;39684;23;979;39;0;7
3/7/2023 0:06:03;161.61;39716;23;979;39;0;7
3/7/2023 0:06:18;161.3;39555;23;979;39;0;7
3/7/2023 0:06:34;160.68;39625;23;979;39;0;7
