Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;195.02;40216;23;979;39;0;7
3/6/2023 23:40:54;189.88;40383;23;979;39;0;7
3/6/2023 23:41:09;187.96;40256;23;979;39;0;7
3/6/2023 23:41:24;187.64;40301;23;979;39;0;7
3/6/2023 23:41:39;187.64;40429;23;979;39;0;7
3/6/2023 23:41:55;187;40323;23;979;39;0;7
3/6/2023 23:42:10;185.41;40338;23;979;39;0;7
3/6/2023 23:42:25;184.45;40338;23;979;39;0;7
3/6/2023 23:42:40;187.64;40475;23;979;39;0;7
3/6/2023 23:42:55;187.32;40518;23;979;39;0;7
3/6/2023 23:43:10;187.64;40509;23;979;39;0;7
3/6/2023 23:43:25;186.68;40492;23;979;39;0;7
3/6/2023 23:43:40;186.04;40636;23;979;39;0;7
3/6/2023 23:43:56;186.04;40543;23;979;39;0;7
3/6/2023 23:44:11;185.73;40534;23;979;39;0;7
3/6/2023 23:44:26;185.09;40519;23;979;39;0;7
3/6/2023 23:44:41;185.09;40538;23;979;39;0;7
3/6/2023 23:44:56;184.77;40537;23;979;39;0;7
3/6/2023 23:45:11;185.41;40599;23;979;39;0;7
3/6/2023 23:45:26;184.14;40564;23;979;39;0;7
3/6/2023 23:45:41;183.82;40716;23;979;39;0;7
3/6/2023 23:45:56;183.5;40584;23;979;39;0;7
3/6/2023 23:46:11;181.6;40594;23;979;39;0;7
3/6/2023 23:46:27;180.02;40636;23;979;39;0;7
3/6/2023 23:46:42;179.7;40699;23;979;39;0;7
3/6/2023 23:46:57;179.07;40661;23;979;39;0;7
3/6/2023 23:47:12;178.75;40645;23;979;39;0;7
3/6/2023 23:47:27;178.75;40662;23;979;39;0;7
3/6/2023 23:47:42;179.38;40681;23;979;39;0;7
3/6/2023 23:47:57;179.07;40713;23;979;39;0;7
3/6/2023 23:48:12;179.38;40717;23;979;39;0;7
3/6/2023 23:48:27;178.75;40716;23;979;39;0;7
3/6/2023 23:48:42;178.44;40700;23;979;39;0;7
3/6/2023 23:48:57;178.44;40695;23;979;39;0;7
3/6/2023 23:49:12;177.81;40785;23;979;39;0;7
3/6/2023 23:49:28;178.12;40750;23;979;39;0;7
3/6/2023 23:49:43;177.49;40732;23;979;39;0;7
3/6/2023 23:49:58;176.86;40764;23;979;39;0;7
3/6/2023 23:50:13;176.23;40715;23;979;39;0;7
3/6/2023 23:50:28;175.29;40758;23;979;39;0;7
3/6/2023 23:50:43;174.66;40790;23;979;39;0;7
3/6/2023 23:50:58;174.66;40742;23;979;39;0;7
3/6/2023 23:51:13;173.72;40782;23;979;39;0;7
3/6/2023 23:51:28;174.04;40764;23;979;39;0;7
3/6/2023 23:51:43;173.41;40737;23;979;39;0;7
3/6/2023 23:51:58;173.1;40854;23;979;39;0;7
3/6/2023 23:52:13;173.1;40765;23;979;39;0;7
3/6/2023 23:52:29;172.16;40786;23;979;39;0;7
