Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fo'1;Fo'2;Fo'3;Fo'4;Fo'5;Fo'6;Fo'7;Fo'8;Fo'9;Fo'10;Fo'11;Fo'12;Fo'13;Fo'14;Fo'15;Fo'16;Fo'17;Fo'18;Fo'19;Fo'20;Fo'21;Fo'22;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(NPQ)1;Y(NPQ)2;Y(NPQ)3;Y(NPQ)4;Y(NPQ)5;Y(NPQ)6;Y(NPQ)7;Y(NPQ)8;Y(NPQ)9;Y(NPQ)10;Y(NPQ)11;Y(NPQ)12;Y(NPQ)13;Y(NPQ)14;Y(NPQ)15;Y(NPQ)16;Y(NPQ)17;Y(NPQ)18;Y(NPQ)19;Y(NPQ)20;Y(NPQ)21;Y(NPQ)22;ETR1;ETR2;ETR3;ETR4;ETR5;ETR6;ETR7;ETR8;ETR9;ETR10;ETR11;ETR12;ETR13;ETR14;ETR15;ETR16;ETR17;ETR18;ETR19;ETR20;ETR21;ETR22;
10.05.23;15:28:24;1;0;0.0657;0.0466;0.0843;0.0975;0.0814;0.0863;0.0500;0.0676;0.0770;0.1554;0.0564;0.0681;0.0544;0.1147;0.0338;0.0681;0.0549;0.0471;0.0701;0.0863;0.0735;0.0534;0.1441;0.1078;0.2005;0.1534;0.1990;0.1956;0.1176;0.1706;0.1868;0.1931;0.1142;0.1461;0.1304;0.2750;0.0833;0.1706;0.1216;0.1206;0.1559;0.2093;0.1588;0.1412;0.0657;0.0466;0.0843;0.0975;0.0814;0.0863;0.0500;0.0676;0.0770;0.1554;0.0564;0.0681;0.0544;0.1147;0.0338;0.0681;0.0549;0.0471;0.0701;0.0863;0.0735;0.0534;0.544;0.568;0.579;0.364;0.591;0.559;0.575;0.603;0.588;0.195;0.506;0.534;0.583;0.583;0.594;0.601;0.548;0.610;0.550;0.588;0.537;0.622;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;
10.05.23;15:31:28;2;1;0.0623;0.0475;0.0799;0.0922;0.0833;0.0936;0.0485;0.0696;0.0814;0.1466;0.0539;0.0721;0.0559;0.1152;0.0426;0.0716;0.0608;0.0490;0.0701;0.0873;0.0721;0.0520;0.1328;0.0941;0.1804;0.1441;0.1882;0.1882;0.1074;0.1667;0.1833;0.1794;0.1020;0.1358;0.1225;0.2672;0.0799;0.1681;0.1142;0.1118;0.1495;0.1980;0.1480;0.1279;0.0632;0.0438;0.0805;0.0937;0.0795;0.0848;0.0480;0.0670;0.0764;0.1464;0.0532;0.0658;0.0530;0.1133;0.0332;0.0677;0.0534;0.0457;0.0688;0.0843;0.0711;0.0514;0.531;0.495;0.557;0.361;0.557;0.503;0.548;0.582;0.556;0.183;0.471;0.469;0.544;0.569;0.466;0.574;0.468;0.561;0.531;0.559;0.513;0.594;0.029;0.063;0.041;0.028;0.025;0.009;0.039;0.005;0.004;0.059;0.058;0.038;0.015;0.007;0.011;0.003;0.016;0.032;0.011;0.024;0.034;0.039;  0.3;  0.2;  0.3;  0.2;  0.3;  0.3;  0.3;  0.3;  0.3;  0.1;  0.2;  0.2;  0.3;  0.3;  0.2;  0.3;  0.2;  0.3;  0.3;  0.3;  0.3;  0.3;
10.05.23;15:34:30;3;21;0.0623;0.0495;0.0882;0.0838;0.0887;0.0990;0.0520;0.0770;0.0863;0.1500;0.0539;0.0760;0.0569;0.1260;0.0422;0.0824;0.0578;0.0554;0.0770;0.0917;0.0745;0.0627;0.1181;0.0858;0.1784;0.1142;0.1828;0.1995;0.0985;0.1642;0.1750;0.1588;0.0873;0.1387;0.1196;0.2422;0.0843;0.1578;0.1078;0.1029;0.1333;0.1804;0.1250;0.1196;0.0597;0.0419;0.0801;0.0801;0.0785;0.0870;0.0462;0.0666;0.0749;0.1324;0.0489;0.0665;0.0524;0.1086;0.0340;0.0660;0.0519;0.0441;0.0651;0.0809;0.0653;0.0500;0.473;0.423;0.505;0.266;0.515;0.504;0.473;0.531;0.507;0.056;0.382;0.452;0.525;0.480;0.500;0.478;0.464;0.462;0.423;0.492;0.404;0.475;0.095;0.117;0.055;0.188;0.040;0.000;0.085;0.009;0.030;0.170;0.147;0.013;0.040;0.064;0.000;0.039;0.060;0.079;0.085;0.069;0.126;0.078;  5.0;  4.4;  5.3;  2.8;  5.4;  5.3;  5.0;  5.6;  5.3;  0.6;  4.0;  4.7;  5.5;  5.0;  5.3;  5.0;  4.9;  4.9;  4.4;  5.2;  4.2;  5.0;
10.05.23;15:37:33;4;56;0.0681;0.0525;0.0971;0.0819;0.0931;0.1132;0.0554;0.0809;0.0931;0.1490;0.0510;0.0809;0.0657;0.1284;0.0461;0.0853;0.0647;0.0574;0.0755;0.0961;0.0760;0.0642;0.1230;0.0873;0.1789;0.1010;0.1936;0.2113;0.1010;0.1676;0.1843;0.1441;0.0789;0.1397;0.1230;0.2549;0.0809;0.1691;0.1162;0.1078;0.1373;0.1863;0.1294;0.1255;0.0609;0.0423;0.0802;0.0733;0.0805;0.0892;0.0467;0.0672;0.0765;0.1220;0.0462;0.0667;0.0531;0.1111;0.0334;0.0679;0.0538;0.0450;0.0661;0.0821;0.0665;0.0510;0.446;0.399;0.458;0.189;0.519;0.464;0.451;0.518;0.495;0.000;0.354;0.421;0.466;0.496;0.430;0.496;0.443;0.468;0.450;0.484;0.413;0.488;0.081;0.114;0.060;0.276;0.006;0.000;0.079;0.004;0.004;0.257;0.201;0.011;0.014;0.037;0.007;0.002;0.011;0.058;0.067;0.057;0.107;0.057; 12.5; 11.2; 12.8;  5.3; 14.5; 13.0; 12.6; 14.5; 13.9;  0.0;  9.9; 11.8; 13.1; 13.9; 12.0; 13.9; 12.4; 13.1; 12.6; 13.6; 11.6; 13.7;
10.05.23;15:40:35;5;111;0.0696;0.0559;0.1015;0.0809;0.1020;0.1196;0.0588;0.0853;0.1010;0.1515;0.0529;0.0877;0.0637;0.1319;0.0485;0.0907;0.0657;0.0598;0.0784;0.1020;0.0775;0.0652;0.1186;0.0858;0.1779;0.0873;0.1941;0.2147;0.0961;0.1662;0.1838;0.1397;0.0701;0.1422;0.1196;0.2569;0.0912;0.1755;0.1186;0.1127;0.1387;0.1863;0.1230;0.1230;0.0598;0.0419;0.0800;0.0658;0.0805;0.0898;0.0456;0.0669;0.0765;0.1188;0.0430;0.0673;0.0524;0.1114;0.0350;0.0689;0.0543;0.0458;0.0664;0.0821;0.0648;0.0506;0.413;0.349;0.430;0.073;0.475;0.443;0.388;0.487;0.451;0.000;0.245;0.383;0.467;0.487;0.468;0.483;0.446;0.470;0.435;0.453;0.371;0.470;0.105;0.132;0.064;0.356;0.006;0.000;0.111;0.007;0.004;0.274;0.292;0.006;0.045;0.035;0.000;0.000;0.006;0.017;0.063;0.060;0.144;0.067; 22.9; 19.3; 23.9;  4.1; 26.3; 24.6; 21.5; 27.0; 25.0;  0.0; 13.6; 21.2; 25.9; 27.0; 26.0; 26.8; 24.8; 26.1; 24.1; 25.1; 20.6; 26.1;
10.05.23;15:43:38;6;186;0.0701;0.0569;0.1005;0.0775;0.1020;0.1167;0.0578;0.0892;0.0995;0.1475;0.0520;0.0897;0.0676;0.1368;0.0564;0.0971;0.0721;0.0603;0.0770;0.1000;0.0730;0.0637;0.1044;0.0799;0.1525;0.0765;0.1770;0.1961;0.0833;0.1495;0.1642;0.1387;0.0603;0.1299;0.1108;0.2176;0.0887;0.1647;0.1098;0.1034;0.1191;0.1647;0.1123;0.1064;0.0560;0.0405;0.0744;0.0595;0.0774;0.0864;0.0426;0.0641;0.0728;0.1181;0.0391;0.0644;0.0507;0.1033;0.0347;0.0672;0.0524;0.0442;0.0616;0.0776;0.0617;0.0475;0.329;0.288;0.341;0.000;0.424;0.405;0.306;0.403;0.394;0.000;0.138;0.309;0.389;0.372;0.365;0.411;0.344;0.417;0.354;0.393;0.349;0.401;0.184;0.183;0.158;0.501;0.064;0.000;0.201;0.074;0.075;0.282;0.407;0.076;0.091;0.131;0.000;0.009;0.065;0.085;0.154;0.128;0.190;0.148; 30.6; 26.8; 31.7;  0.0; 39.4; 37.7; 28.4; 37.5; 36.6;  0.0; 12.9; 28.8; 36.2; 34.6; 33.9; 38.2; 32.0; 38.8; 32.9; 36.5; 32.5; 37.3;
10.05.23;15:46:40;7;281;0.0632;0.0544;0.0863;0.0716;0.0966;0.1137;0.0529;0.0824;0.0926;0.1461;0.0461;0.0858;0.0593;0.1230;0.0564;0.0858;0.0652;0.0623;0.0706;0.0961;0.0672;0.0627;0.0873;0.0686;0.1284;0.0686;0.1529;0.1662;0.0740;0.1265;0.1373;0.1382;0.0529;0.1162;0.0863;0.1848;0.0863;0.1475;0.0931;0.0912;0.0966;0.1363;0.0838;0.0892;0.0506;0.0374;0.0682;0.0546;0.0724;0.0800;0.0400;0.0594;0.0670;0.1178;0.0359;0.0608;0.0448;0.0953;0.0343;0.0641;0.0483;0.0418;0.0549;0.0707;0.0520;0.0438;0.275;0.207;0.328;0.000;0.369;0.316;0.285;0.349;0.325;0.000;0.130;0.262;0.313;0.334;0.347;0.419;0.300;0.317;0.269;0.295;0.199;0.297;0.287;0.287;0.242;0.553;0.146;0.101;0.267;0.168;0.179;0.282;0.408;0.149;0.234;0.218;0.000;0.079;0.162;0.168;0.278;0.245;0.379;0.259; 38.7; 29.1; 46.1;  0.0; 51.8; 44.3; 40.0; 49.0; 45.7;  0.0; 18.2; 36.8; 43.9; 47.0; 48.7; 58.8; 42.2; 44.6; 37.8; 41.4; 27.9; 41.7;
10.05.23;15:49:43;8;336;0.0583;0.0510;0.0858;0.0676;0.0931;0.1118;0.0510;0.0794;0.0902;0.1451;0.0446;0.0833;0.0578;0.1211;0.0578;0.0902;0.0662;0.0603;0.0642;0.0902;0.0623;0.0574;0.0779;0.0642;0.1162;0.0691;0.1319;0.1510;0.0652;0.1108;0.1230;0.1319;0.0461;0.1049;0.0755;0.1681;0.0735;0.1304;0.0873;0.0868;0.0863;0.1255;0.0765;0.0770;0.0474;0.0360;0.0646;0.0549;0.0673;0.0763;0.0373;0.0557;0.0634;0.1131;0.0326;0.0576;0.0417;0.0907;0.0321;0.0607;0.0466;0.0408;0.0514;0.0676;0.0491;0.0406;0.252;0.206;0.262;0.000;0.294;0.260;0.218;0.283;0.267;0.000;0.000;0.206;0.234;0.280;0.213;0.308;0.242;0.305;0.256;0.281;0.186;0.255;0.343;0.320;0.310;0.550;0.237;0.170;0.348;0.250;0.250;0.320;0.596;0.224;0.321;0.281;0.089;0.165;0.213;0.196;0.331;0.289;0.423;0.339; 42.3; 34.6; 43.9;  0.0; 49.3; 43.6; 36.6; 47.6; 44.8;  0.0;  0.0; 34.5; 39.3; 47.0; 35.8; 51.8; 40.6; 51.3; 43.0; 47.2; 31.2; 42.8;
10.05.23;15:52:45;9;396;0.0534;0.0471;0.0775;0.0608;0.0858;0.0951;0.0461;0.0721;0.0799;0.1353;0.0412;0.0789;0.0534;0.1137;0.0485;0.0833;0.0608;0.0618;0.0583;0.0897;0.0544;0.0515;0.0701;0.0569;0.1015;0.0637;0.1176;0.1353;0.0578;0.0975;0.1064;0.1279;0.0461;0.1025;0.0755;0.1525;0.0814;0.1230;0.0794;0.0765;0.0765;0.1152;0.0681;0.0672;0.0443;0.0336;0.0598;0.0515;0.0634;0.0721;0.0347;0.0522;0.0587;0.1102;0.0326;0.0568;0.0417;0.0859;0.0335;0.0590;0.0443;0.0384;0.0478;0.0645;0.0455;0.0377;0.238;0.172;0.237;0.000;0.271;0.297;0.203;0.261;0.249;0.000;0.106;0.230;0.292;0.254;0.404;0.323;0.235;0.192;0.237;0.221;0.201;0.234;0.391;0.391;0.377;0.585;0.298;0.215;0.405;0.317;0.323;0.334;0.489;0.230;0.297;0.331;0.006;0.190;0.266;0.297;0.388;0.350;0.456;0.401; 47.1; 34.1; 46.9;  0.0; 53.6; 58.8; 40.3; 51.7; 49.3;  0.0; 21.1; 45.5; 57.9; 50.3; 79.9; 63.9; 46.4; 38.1; 47.0; 43.8; 39.9; 46.2;
10.05.23;15:55:48;10;461;0.0500;0.0461;0.0701;0.0588;0.0760;0.0873;0.0426;0.0632;0.0750;0.1343;0.0417;0.0701;0.0505;0.1029;0.0466;0.0770;0.0613;0.0520;0.0520;0.0814;0.0515;0.0436;0.0623;0.0539;0.0858;0.0574;0.1000;0.1098;0.0510;0.0828;0.0917;0.1279;0.0441;0.0917;0.0613;0.1382;0.0652;0.1074;0.0716;0.0725;0.0657;0.1074;0.0554;0.0569;0.0411;0.0325;0.0540;0.0472;0.0579;0.0642;0.0321;0.0476;0.0539;0.1102;0.0316;0.0534;0.0370;0.0812;0.0304;0.0552;0.0417;0.0374;0.0433;0.0620;0.0394;0.0342;0.197;0.145;0.183;0.000;0.240;0.205;0.163;0.237;0.182;0.000;0.000;0.235;0.176;0.255;0.286;0.283;0.144;0.284;0.209;0.242;0.000;0.233;0.457;0.356;0.467;0.627;0.378;0.349;0.473;0.394;0.417;0.334;0.613;0.286;0.437;0.370;0.156;0.267;0.354;0.284;0.459;0.370;0.651;0.459; 45.4; 33.5; 42.1;  0.0; 55.4; 47.3; 37.7; 54.6; 41.9;  0.0;  0.0; 54.2; 40.6; 58.9; 65.9; 65.3; 33.2; 65.4; 48.2; 55.8;  0.0; 53.7;
