Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;237.52;15804;23;979;39;0;7
3/6/2023 23:40:54;237.87;15796;23;979;39;0;7
3/6/2023 23:41:09;237.87;15798;23;979;39;0;7
3/6/2023 23:41:24;237.87;15779;23;979;39;0;7
3/6/2023 23:41:39;237.18;15810;23;979;39;0;7
3/6/2023 23:41:55;237.87;15821;23;979;39;0;7
3/6/2023 23:42:10;236.16;15821;23;979;39;0;7
3/6/2023 23:42:25;238.21;15801;23;979;39;0;7
3/6/2023 23:42:40;235.82;15815;23;979;39;0;7
3/6/2023 23:42:55;236.84;15830;23;979;39;0;7
3/6/2023 23:43:10;234.79;15824;23;979;39;0;7
3/6/2023 23:43:25;235.14;15835;23;979;39;0;7
3/6/2023 23:43:40;234.79;15816;23;979;39;0;7
3/6/2023 23:43:56;235.82;15801;23;979;39;0;7
3/6/2023 23:44:11;235.48;15818;23;979;39;0;7
3/6/2023 23:44:26;235.14;15824;23;979;39;0;7
3/6/2023 23:44:41;235.14;15816;23;979;39;0;7
3/6/2023 23:44:56;235.14;15833;23;979;39;0;7
3/6/2023 23:45:11;234.79;15830;23;979;39;0;7
3/6/2023 23:45:26;233.77;15821;23;979;39;0;7
3/6/2023 23:45:41;234.45;15824;23;979;39;0;7
3/6/2023 23:45:56;238.89;15926;23;979;39;0;7
3/6/2023 23:46:11;234.45;15912;23;979;39;0;7
3/6/2023 23:46:27;230.38;15887;23;979;39;0;7
3/6/2023 23:46:42;229.37;15870;23;979;39;0;7
3/6/2023 23:46:57;230.04;15892;23;979;39;0;7
3/6/2023 23:47:12;228.35;15887;23;979;39;0;7
3/6/2023 23:47:27;229.03;15853;23;979;39;0;7
3/6/2023 23:47:42;229.37;15884;23;979;39;0;7
3/6/2023 23:47:57;228.35;15901;23;979;39;0;7
3/6/2023 23:48:12;227.68;15904;23;979;39;0;7
3/6/2023 23:48:27;227.34;15867;23;979;39;0;7
3/6/2023 23:48:42;225.32;15924;23;979;39;0;7
3/6/2023 23:48:57;222.97;15958;23;979;39;0;7
3/6/2023 23:49:12;218.96;15973;23;979;39;0;7
3/6/2023 23:49:28;218.29;15981;23;979;39;0;7
3/6/2023 23:49:43;218.96;15984;23;979;39;0;7
3/6/2023 23:49:58;219.62;15990;23;979;39;0;7
3/6/2023 23:50:13;223.3;16094;23;979;39;0;7
3/6/2023 23:50:28;222.3;16072;23;979;39;0;7
3/6/2023 23:50:43;223.3;16100;23;979;39;0;7
3/6/2023 23:50:58;225.32;16176;23;979;39;0;7
3/6/2023 23:51:13;228.35;16190;23;979;39;0;7
3/6/2023 23:51:28;226.33;16182;23;979;39;0;7
3/6/2023 23:51:43;222.97;16140;23;979;39;0;7
3/6/2023 23:51:58;219.62;16131;23;979;39;0;7
3/6/2023 23:52:13;217.63;16120;23;979;39;0;7
3/6/2023 23:52:29;220.29;16140;23;979;39;0;7
3/6/2023 23:52:44;213.65;16079;23;979;39;0;7
3/6/2023 23:52:59;210.67;16065;23;979;39;0;7
3/6/2023 23:53:14;210.34;16056;23;979;39;0;7
3/6/2023 23:53:29;209.35;16062;23;979;39;0;7
3/6/2023 23:53:44;208.7;16037;23;979;39;0;7
3/6/2023 23:53:59;209.03;16045;23;979;39;0;7
3/6/2023 23:54:14;206.4;16083;23;979;39;0;7
3/6/2023 23:54:29;207.06;16080;23;979;39;0;7
3/6/2023 23:54:44;207.38;16079;23;979;39;0;7
3/6/2023 23:54:59;206.73;16097;23;979;39;0;7
3/6/2023 23:55:15;206.73;16105;23;979;39;0;7
3/6/2023 23:55:30;205.75;16091;23;979;39;0;7
3/6/2023 23:55:45;207.71;16099;23;979;39;0;7
3/6/2023 23:56:00;205.75;16091;23;979;39;0;7
3/6/2023 23:56:15;206.07;16077;23;979;39;0;7
3/6/2023 23:56:30;205.42;16086;23;979;39;0;7
3/6/2023 23:56:45;204.76;16083;23;979;39;0;7
3/6/2023 23:57:00;205.75;16105;23;979;39;0;7
3/6/2023 23:57:15;205.42;16103;23;979;39;0;7
3/6/2023 23:57:30;205.42;16105;23;979;39;0;7
3/6/2023 23:57:45;211.99;16147;23;979;39;0;7
3/6/2023 23:58:00;205.42;16114;23;979;39;0;7
3/6/2023 23:58:16;203.46;16120;23;979;39;0;7
3/6/2023 23:58:31;214.64;16234;23;979;39;0;7
3/6/2023 23:58:46;222.63;16346;23;979;39;0;7
3/6/2023 23:59:01;205.09;16108;23;979;39;0;7
3/6/2023 23:59:16;205.75;16111;23;979;39;0;7
3/6/2023 23:59:31;209.35;16142;23;979;39;0;7
3/6/2023 23:59:46;208.04;16139;23;979;39;0;7
3/7/2023 0:00:01;208.37;16176;23;979;39;0;7
3/7/2023 0:00:16;209.03;16170;23;979;39;0;7
3/7/2023 0:00:31;212.32;16212;23;979;39;0;7
3/7/2023 0:00:46;214.31;16226;23;979;39;0;7
3/7/2023 0:01:01;213.65;16198;23;979;39;0;7
3/7/2023 0:01:17;210.67;16206;23;979;39;0;7
3/7/2023 0:01:32;203.13;16120;23;979;39;0;7
3/7/2023 0:01:47;203.46;16112;23;979;39;0;7
3/7/2023 0:02:02;203.13;16117;23;979;39;0;7
3/7/2023 0:02:17;203.13;16117;23;979;39;0;7
3/7/2023 0:02:32;201.5;16140;23;979;39;0;7
3/7/2023 0:02:47;200.85;16132;23;979;39;0;7
3/7/2023 0:03:02;200.85;16157;23;979;39;0;7
3/7/2023 0:03:17;201.5;16135;23;979;39;0;7
3/7/2023 0:03:32;199.55;16161;23;979;39;0;7
3/7/2023 0:03:47;200.53;16157;23;979;39;0;7
3/7/2023 0:04:02;199.55;16124;23;979;39;0;7
3/7/2023 0:04:18;199.55;16141;23;979;39;0;7
3/7/2023 0:04:33;197.61;16167;23;979;39;0;7
3/7/2023 0:04:48;196.64;16167;23;979;39;0;7
3/7/2023 0:05:03;197.28;16153;23;979;39;0;7
3/7/2023 0:05:18;197.28;16164;23;979;39;0;7
3/7/2023 0:05:33;196.64;16204;23;979;39;0;7
3/7/2023 0:05:48;204.76;16256;23;979;39;0;7
3/7/2023 0:06:03;194.38;16196;23;979;39;0;7
3/7/2023 0:06:18;194.05;16199;23;979;39;0;7
3/7/2023 0:06:34;194.05;16221;23;979;39;0;7
3/7/2023 0:06:49;194.05;16241;23;979;39;0;7
3/7/2023 0:07:04;194.05;16241;23;979;39;0;7
3/7/2023 0:07:19;194.05;16224;23;979;39;0;7
3/7/2023 0:07:34;193.41;16219;23;979;39;0;7
3/7/2023 0:07:49;193.73;16227;23;979;39;0;7
3/7/2023 0:08:04;194.38;16218;23;979;39;0;7
3/7/2023 0:08:19;195.02;16224;23;979;39;0;7
3/7/2023 0:08:35;194.7;16275;23;979;39;0;7
3/7/2023 0:08:50;194.05;16267;23;979;39;0;7
3/7/2023 0:09:05;191.8;16256;23;979;39;0;7
3/7/2023 0:09:20;193.73;16275;23;979;39;0;7
3/7/2023 0:09:35;193.41;16267;23;979;39;0;7
3/7/2023 0:09:50;193.73;16270;23;979;39;0;7
3/7/2023 0:10:05;194.05;16278;23;979;39;0;7
3/7/2023 0:10:20;193.73;16284;23;979;39;0;7
3/7/2023 0:10:35;196.96;16348;23;979;39;0;7
3/7/2023 0:10:50;196.96;16334;23;979;39;0;7
3/7/2023 0:11:06;188.92;16254;23;979;39;0;7
3/7/2023 0:11:21;191.8;16327;23;979;39;0;7
3/7/2023 0:11:36;195.34;16323;23;979;39;0;7
3/7/2023 0:11:51;194.05;16369;23;979;39;0;7
3/7/2023 0:12:06;195.67;16417;23;979;39;0;7
3/7/2023 0:12:21;195.34;16394;23;979;39;0;7
3/7/2023 0:12:36;195.99;16448;23;979;39;0;7
3/7/2023 0:12:51;194.05;16400;23;979;39;0;7
3/7/2023 0:13:06;189.88;16376;23;979;39;0;7
3/7/2023 0:13:22;189.88;16398;23;979;39;0;7
3/7/2023 0:13:37;190.2;16424;23;979;39;0;7
3/7/2023 0:13:52;188.28;16382;23;979;39;0;7
