Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;200.2;13968;23;979;39;0;7
3/6/2023 23:40:54;199.55;13968;23;979;39;0;7
3/6/2023 23:41:09;201.5;13986;23;979;39;0;7
3/6/2023 23:41:24;201.83;13981;23;979;39;0;7
3/6/2023 23:41:39;203.13;13945;23;979;39;0;7
3/6/2023 23:41:55;203.13;13957;23;979;39;0;7
3/6/2023 23:42:10;203.78;13967;23;979;39;0;7
3/6/2023 23:42:25;205.42;13935;23;979;39;0;7
3/6/2023 23:42:40;204.44;13964;23;979;39;0;7
3/6/2023 23:42:55;206.73;13925;23;979;39;0;7
3/6/2023 23:43:10;205.75;13934;23;979;39;0;7
3/6/2023 23:43:25;206.07;13925;23;979;39;0;7
3/6/2023 23:43:40;207.06;13908;23;979;39;0;7
3/6/2023 23:43:56;209.03;13914;23;979;39;0;7
3/6/2023 23:44:11;206.73;13908;23;979;39;0;7
3/6/2023 23:44:26;207.38;13939;23;979;39;0;7
3/6/2023 23:44:41;209.69;13914;23;979;39;0;7
3/6/2023 23:44:56;209.69;13908;23;979;39;0;7
3/6/2023 23:45:11;209.69;13922;23;979;39;0;7
3/6/2023 23:45:26;211;13890;23;979;39;0;7
3/6/2023 23:45:41;209.03;13889;23;979;39;0;7
3/6/2023 23:45:56;209.69;13916;23;979;39;0;7
3/6/2023 23:46:11;210.34;13919;23;979;39;0;7
3/6/2023 23:46:27;210.34;13939;23;979;39;0;7
3/6/2023 23:46:42;211;13898;23;979;39;0;7
3/6/2023 23:46:57;211.33;13904;23;979;39;0;7
3/6/2023 23:47:12;211.99;13889;23;979;39;0;7
3/6/2023 23:47:27;211.99;13914;23;979;39;0;7
3/6/2023 23:47:42;213.65;13910;23;979;39;0;7
3/6/2023 23:47:57;212.32;13891;23;979;39;0;7
3/6/2023 23:48:12;213.31;13899;23;979;39;0;7
3/6/2023 23:48:27;214.31;13881;23;979;39;0;7
3/6/2023 23:48:42;213.31;13899;23;979;39;0;7
3/6/2023 23:48:57;214.64;13887;23;979;39;0;7
3/6/2023 23:49:12;213.98;13893;23;979;39;0;7
3/6/2023 23:49:28;214.97;13884;23;979;39;0;7
3/6/2023 23:49:43;215.96;13886;23;979;39;0;7
