Date/Time;Oxygen;Amp;Tm [°C];p [mbar];Salinity [g/1000g];Error;Oxygen unit
3/6/2023 23:40:39;224.31;15428;23;979;39;0;7
3/6/2023 23:40:54;224.98;15481;23;979;39;0;7
3/6/2023 23:41:09;222.97;15445;23;979;39;0;7
3/6/2023 23:41:24;223.3;15482;23;979;39;0;7
3/6/2023 23:41:39;221.96;15519;23;979;39;0;7
3/6/2023 23:41:55;222.3;15442;23;979;39;0;7
3/6/2023 23:42:10;221.63;15482;23;979;39;0;7
3/6/2023 23:42:25;222.3;15476;23;979;39;0;7
3/6/2023 23:42:40;220.63;15490;23;979;39;0;7
3/6/2023 23:42:55;221.63;15533;23;979;39;0;7
3/6/2023 23:43:10;220.29;15505;23;979;39;0;7
3/6/2023 23:43:25;221.3;15482;23;979;39;0;7
3/6/2023 23:43:40;221.96;15493;23;979;39;0;7
3/6/2023 23:43:56;220.96;15530;23;979;39;0;7
3/6/2023 23:44:11;220.96;15490;23;979;39;0;7
3/6/2023 23:44:26;221.63;15462;23;979;39;0;7
3/6/2023 23:44:41;221.3;15470;23;979;39;0;7
3/6/2023 23:44:56;220.96;15513;23;979;39;0;7
3/6/2023 23:45:11;221.63;15479;23;979;39;0;7
3/6/2023 23:45:26;219.96;15513;23;979;39;0;7
3/6/2023 23:45:41;219.96;15524;23;979;39;0;7
3/6/2023 23:45:56;219.29;15527;23;979;39;0;7
3/6/2023 23:46:11;220.63;15519;23;979;39;0;7
3/6/2023 23:46:27;220.29;15547;23;979;39;0;7
3/6/2023 23:46:42;219.29;15479;23;979;39;0;7
3/6/2023 23:46:57;220.63;15522;23;979;39;0;7
3/6/2023 23:47:12;219.62;15516;23;979;39;0;7
3/6/2023 23:47:27;219.62;15516;23;979;39;0;7
3/6/2023 23:47:42;219.62;15479;23;979;39;0;7
3/6/2023 23:47:57;219.29;15439;23;979;39;0;7
3/6/2023 23:48:12;220.63;15502;23;979;39;0;7
3/6/2023 23:48:27;220.63;15445;23;979;39;0;7
3/6/2023 23:48:42;220.96;15465;23;979;39;0;7
3/6/2023 23:48:57;220.96;15493;23;979;39;0;7
3/6/2023 23:49:12;220.29;15496;23;979;39;0;7
3/6/2023 23:49:28;220.63;15488;23;979;39;0;7
3/6/2023 23:49:43;220.96;15507;23;979;39;0;7
3/6/2023 23:49:58;219.29;15496;23;979;39;0;7
3/6/2023 23:50:13;219.29;15496;23;979;39;0;7
3/6/2023 23:50:28;219.96;15533;23;979;39;0;7
3/6/2023 23:50:43;220.96;15485;23;979;39;0;7
3/6/2023 23:50:58;218.63;15505;23;979;39;0;7
3/6/2023 23:51:13;219.29;15482;23;979;39;0;7
3/6/2023 23:51:28;218.63;15496;23;979;39;0;7
3/6/2023 23:51:43;219.62;15507;23;979;39;0;7
3/6/2023 23:51:58;219.62;15499;23;979;39;0;7
3/6/2023 23:52:13;220.63;15471;23;979;39;0;7
3/6/2023 23:52:29;220.29;15479;23;979;39;0;7
3/6/2023 23:52:44;220.29;15485;23;979;39;0;7
3/6/2023 23:52:59;220.63;15488;23;979;39;0;7
3/6/2023 23:53:14;218.96;15516;23;979;39;0;7
3/6/2023 23:53:29;219.96;15505;23;979;39;0;7
3/6/2023 23:53:44;220.29;15493;23;979;39;0;7
3/6/2023 23:53:59;220.63;15510;23;979;39;0;7
3/6/2023 23:54:14;220.63;15553;23;979;39;0;7
3/6/2023 23:54:29;218.96;15559;23;979;39;0;7
3/6/2023 23:54:44;220.63;15482;23;979;39;0;7
3/6/2023 23:54:59;218.29;15519;23;979;39;0;7
3/6/2023 23:55:15;219.62;15530;23;979;39;0;7
3/6/2023 23:55:30;219.29;15516;23;979;39;0;7
3/6/2023 23:55:45;220.29;15536;23;979;39;0;7
3/6/2023 23:56:00;219.96;15556;23;979;39;0;7
3/6/2023 23:56:15;219.96;15539;23;979;39;0;7
3/6/2023 23:56:30;218.29;15536;23;979;39;0;7
3/6/2023 23:56:45;219.62;15524;23;979;39;0;7
3/6/2023 23:57:00;219.96;15527;23;979;39;0;7
3/6/2023 23:57:15;220.29;15527;23;979;39;0;7
3/6/2023 23:57:30;220.29;15507;23;979;39;0;7
3/6/2023 23:57:45;220.96;15502;23;979;39;0;7
3/6/2023 23:58:00;221.3;15519;23;979;39;0;7
3/6/2023 23:58:16;220.29;15502;23;979;39;0;7
3/6/2023 23:58:31;221.63;15533;23;979;39;0;7
